ID with leading,cohort,cohort term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
0270506,2011-12,1,Single,0,48281,High School,High School,Off Campus,,,,1900,,,,,,,,,,,,,,,,,,,,
0298325,2011-12,1,Single,0,161373,High School,College,With Parent,3500,,,,,,,,,,,,,,,,,,,,,,,
0298033,2011-12,1,Single,12580,17508,College,Middle School,With Parent,1700,,,9532,3500,,,5550,,,,13601,,,,13016,,,,,,,,
0293611,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0304263,2011-12,1,Single,9110,73176,High School,College,With Parent,,3000,,,,,,,,,,,,,,,,,,,,,,
0301326,2011-12,1,Single,29209,124000,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0281368,2011-12,1,Single,0,130000,College,College,With Parent,5500,,,,,,,,,,,,,,,10442,,,,,,,,
0304905,2011-12,1,Single,0,52506,College,College,Off Campus,9500,,,5032,9500,2000,2000,1816,10500,,,5645,12500,,,5580,12500,,,3625,,,,
0300290,2011-12,1,Single,0,26612,College,High School,With Parent,,,,9674,,,,,,,,4341,,,,,,,,,,,,
0299495,2011-12,1,Single,0,87230,College,College,With Parent,,6000,,,,6000,,,,6000,,,,6000,,,,,,,,,,
0302116,2011-12,1,Separated,0,0,College,Middle School,Off Campus,12500,,,2400,12500,,,6240,12500,,,,11100,,,,,,,,,,,
0302551,2011-12,1,Married,141564,0,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
0299115,2011-12,1,,,,,,,,,,,,,,,,,,5645,,,,1145,,,,,,,,
0302819,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0304823,2011-12,1,Single,30972,0,College,College,With Parent,10500,,,,12500,,,,12500,,,,,,,,,,,,,,,
0305310,2011-12,1,Single,25308,0,College,High School,Off Campus,9500,,,,5250,,,,,,,,,,,,,,,,,,,
0294719,2011-12,1,Single,2000,0,College,College,Off Campus,9500,,,5550,8000,,,4163,12500,,,5645,,,,,,,,,,,,
0302717,2011-12,1,Single,0,24859,High School,Unknown,With Parent,,5550,,5950,,3469.5,,4050,6500,,,12001,,,,,,,,,,,,
0305260,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0304298,2011-12,1,Single,4000,90000,High School,High School,On Campus Housing,15500,,,,10500,,,,12500,,,,,1000,,,,,,,,,,
0072295,2011-12,1,Married,71507,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0300240,2011-12,1,Single,0,77268,High School,College,On Campus Housing,9500,,2000,,,,,,,,,,,,,,,,,,,,,
0301382,2011-12,1,Single,38512,0,Unknown,Middle School,Off Campus,9500,3000,,4700,,,,,,,,,,,,,,,,,,,,
0258799,2011-12,1,Single,16173,55611,College,College,Off Campus,2750,,,,6500,,,,12500,,,,,,,,,,,,,,,
0299293,2011-12,1,Single,4764,8588,Unknown,Middle School,On Campus Housing,9400,,2000,12988,,,,,,,,,,,,,,,,,,,,
0304560,2011-12,1,Single,6158,99709,High School,College,With Parent,20237,,2000,,34500,250,,,22700,,,,,,,,,,,,,,,
0300275,2011-12,1,Single,0,98513,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0298966,2011-12,1,Single,0,0,Middle School,High School,With Parent,,,,11588,5500,,,11790,5500,,,7445.65,5500,,,9634,5500,,,5775,,,,
0303622,2011-12,1,Married,39705,0,Unknown,High School,Off Campus,5730,,,5550,,,,,,,,,,,,,,,,,,,,
0294160,2011-12,1,Single,14592,-869,High School,High School,With Parent,,,,5500,,,,10150,,,,2047,,,,,,,,,,,,
0298782,2011-12,1,Single,0,43501,College,High School,With Parent,3500,,,8224,1750,,,5495,,,,,,,,,,,,,,,,
0094804,2011-12,1,Married,35606,0,College,College,Off Campus,,,,5550,,,,9402,,,,,,,,,,,,,,,,
0299583,2011-12,1,Single,3650,63578,High School,Middle School,With Parent,5500,,,,3500,,,,4500,,,,2750,,,,2880,,,,7500,,,
0304216,2011-12,1,Single,0,54674,College,College,On Campus Housing,9500,,,,6500,,,4500,7500,,,2195,10500,,,3680,2000,,,357,,,,
0302707,2011-12,1,Married,20504,0,College,College,Off Campus,,,,1388,,,,,,,,,,,,,,,,,,,,
0297627,2011-12,1,Single,18687,0,Middle School,Middle School,Off Campus,9500,,,1385,12500,,,2500,,,,,,,,,,,,,,,,
0300203,2011-12,1,Married,25440,0,Unknown,Middle School,Off Campus,,,,2975,,,,,,,,,,,,,,,,,,,,
0301857,2011-12,1,Single,0,0,High School,High School,On Campus Housing,9500,,,10714,,,,,,,,,,,,,,,,,,,,
0300303,2011-12,1,Divorced,94869,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0297839,2011-12,1,Divorced,1805,0,College,Middle School,Off Campus,,,,11588,4500,,,7602,5500,250,,4080,10500,,,6164,10500,,,,,,,
0037630,2011-12,1,Single,38694,0,Unknown,Unknown,Off Campus,6500,2000,,3800,5500,2000,,3404,,,,,,,,,,,,,,,,
0084534,2011-12,1,Single,0,0,Unknown,High School,Off Campus,,2000,,11988,,2000,,12390,,,,,,,,,,,,,,,,
0303227,2011-12,1,Single,52364,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0295130,2011-12,1,Single,0,0,High School,High School,With Parent,,5000,2000,5950,,7871.8,2000,5550,,7500,2000,6245,,3000,2000,11294,,,,,,,,
0295794,2011-12,1,Separated,23492,0,Middle School,Middle School,Off Campus,7500,10021,,,4516,,,900,10500,,,,,,,,,,,,,,,
0294755,2011-12,1,Single,6648,35032,Middle School,Middle School,With Parent,3500,,,4312,4000,,,7052,1578,500,,3391,,,,,,,,,,,,
0303703,2011-12,1,Married,88650,0,High School,High School,Off Campus,12500,5000,,,,,,,,,,,,,,,,,,,,,,
0279885,2011-12,1,Single,6098,0,High School,College,With Parent,,1000,,13138,,2000,,12790,,,,,,,,,,,,,,,,
0259621,2011-12,1,Single,0,52620,High School,College,With Parent,,,,1506,,,,,,,,,,,,,,,,,,,,
0301106,2011-12,1,Single,9568,87209,Unknown,High School,On Campus Housing,1750,,,,,,,,,,,,,,,,7500,,,,9375,,,
0301023,2011-12,1,Single,9898,0,High School,High School,Off Campus,3500,,,6487,5500,,,4163,6806,,,6883,,,,,,,,,,,,
0299655,2011-12,1,Single,0,11778,High School,College,Off Campus,,,,11988,,,,11040,6500,,,11951,5500,,,5680,5500,,,11371,,,,
0302132,2011-12,1,Single,0,49649,High School,College,With Parent,2337,,,3912,,,,,,,,,,,,,,,,,,,,
0301080,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0276262,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0305161,2011-12,1,Single,113764,0,College,High School,Off Campus,9000,,,,,,,,,,,,,,,,,,,,,,,
0298900,2011-12,1,Single,0,40547,Unknown,College,With Parent,,,,7268,,,,6842,,,,9431,,,,6466,,,,,,,,
0304723,2011-12,1,Married,61844,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0305247,2011-12,1,Single,0,37359,High School,High School,With Parent,5500,,,3150,9500,,,4200,4500,,,9933,5250,,,1540,,,,,,,,
0304000,2011-12,1,Married,82752,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0303722,2011-12,1,Single,27610,0,Unknown,High School,With Parent,32480,,,,,,,,,,,,,,,,,,,,,,,
0300370,2011-12,1,Married,98064,0,Middle School,Middle School,With Parent,12500,,,,,,,,,,,,,,,,,,,,,,,
0303211,2011-12,1,Single,0,35340,High School,High School,On Campus Housing,6938,,,2350,,,,,,,,,,,,,,,,,,,,
0301762,2011-12,1,,,,,,,27000,,,,,,,,,,,,,,,,,,,,,,,
0301601,2011-12,1,Married,2600,0,Unknown,High School,Off Campus,12500,,,,,,,,,,,,,,,,,,,,,,,
0295326,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0235992,2011-12,1,Single,3992,0,College,College,Off Campus,,,,7876,,,,,,,,,,,,,,,,,,,,
0303503,2011-12,1,Single,81368,0,High School,College,Off Campus,52218,,,,,,,,,,,,,,,,,,,,,,,
0301928,2011-12,1,Separated,0,0,College,College,Off Campus,17500,,,,,,,,,,,,,,,,,,,,,,,
0282295,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0299240,2011-12,1,Single,0,37634,Middle School,College,With Parent,5500,,1200,6632,,,,,,,,,,,,,,,,,,,,
0303921,2011-12,1,Single,0,0,Middle School,Middle School,Off Campus,7500,,,10714,7500,,,11040,4750,,,5592,5250,,,6058,,,,,,,,
0302346,2011-12,1,Single,14405,0,High School,High School,Off Campus,3500,,,3600,5500,,,2700,5500,,,,,,,,,,,,,,,
0305044,2011-12,1,Single,0,1194,Middle School,Middle School,On Campus Housing,,,,9151.68,,,,,,,,,,,,,,,,,,,,
0305226,2011-12,1,Single,21606,0,Unknown,Unknown,Off Campus,9500,,,5550,9500,,,2700,13500,,,,14500,,,4480,,,,,,,,
0296050,2011-12,1,Married,12566,0,Middle School,Middle School,Off Campus,,,,2775,,,,,,,,,,,,,,,,,,,,
0294698,2011-12,1,Single,0,11524,Middle School,High School,With Parent,930,,,7876,2750,,,6908,5750,,,2156,,,,,,,,,,,,
0298959,2011-12,1,Single,0,59202,College,High School,With Parent,,4872,,8224,,4971.8,,8450,,2600,,9385,,4500,,8692,,1000,,1773,,,,
0296175,2011-12,1,Single,8924,0,College,College,Off Campus,,,,7439,,,,11790,,,,6177,,,,,,,,,,,,
0286282,2011-12,1,Single,0,15263,Unknown,Unknown,Off Campus,,7071,,5950,,8871.8,,5550,,13282.3,,5645,,10852,,3395,,,,,,,,
0093195,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0302191,2011-12,1,Single,11552,0,Unknown,College,Off Campus,7500,,,7532,5250,,,2775,,,,,,,,,,,,,,,,
0299072,2011-12,1,Separated,28480,0,Unknown,Unknown,Off Campus,9500,,,1575,10000,,,5550,10000,,,4940,,,,,,,,,,,,
0304578,2011-12,1,Single,0,154929,College,High School,On Campus Housing,20000,,,,24000,,,,23930,,,,24282,,,,,,,,,,,
0301493,2011-12,1,Single,0,48713,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,1300,,,6640
0305255,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0299798,2011-12,1,Single,0,48355,,,With Parent,950,,,1196.94,,,,,,,,,,,,,,,,,,,,
0301764,2011-12,1,Single,17605,0,Unknown,High School,Off Campus,9500,,,2600,10500,250,,5550,10500,,,7588,12500,,,6630,4000,,,12255,,,,
0302827,2011-12,1,Single,0,0,College,College,On Campus Housing,7500,,,10714,8500,,,5550,10500,,,11183,12500,,,11294,10500,,,11421,8000,,,
0292383,2011-12,1,Single,0,0,Middle School,High School,On Campus Housing,12000,,,5950,,,,,,,,,,,,,,,,,,,,
0250478,2011-12,1,Single,0,0,High School,High School,Off Campus,,,,2775,,,,11790,,,,,,,,,,,,,,,,
0257718,2011-12,1,Single,0,26038,College,College,On Campus Housing,5500,,2000,11588,5500,,2000,5550,10500,,,10335,,,,,,,,,,,,
0301582,2011-12,1,Married,50978,0,College,High School,Off Campus,27480,,,,,,,,,,,,,,,,,,,,,,,
0301583,2011-12,1,Single,60862,0,College,High School,Off Campus,31332,5000,,,,,,,,,,,,,,,,,,,,,,
0303915,2011-12,1,Single,0,67437,High School,College,With Parent,2750,,1300,,4500,,,3826,6500,,,,,,,,,,,,,,,
0304440,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0302131,2011-12,1,Single,0,34230,High School,College,With Parent,,,,11538,,,,,,,,,,,,,,,,,,,,
0299554,2011-12,1,Single,0,186953,College,College,With Parent,,6000,,,,6000,,,,6000,,,,6000,,,,,,,,,,
0303035,2011-12,1,Single,38347,0,Unknown,High School,Off Campus,12500,,,,12500,500,,,,,,,,,,,,,,,,,,
0302202,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0303596,2011-12,1,Single,21599,0,Middle School,High School,Off Campus,7500,1000,,787.5,5250,,,,,,,,,,,,,,,,,,,
0302946,2011-12,1,Single,23045,0,Middle School,High School,Off Campus,5500,,,7162,10500,1746,,1600,,,,,,,,,,,,,,,,
0302354,2011-12,1,Single,0,66046,College,Unknown,On Campus Housing,20500,,,,5500,,1000,4394,6500,,,3311,5500,,,1840,7500,,,3589,,,,
0026660,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0301797,2011-12,1,Married,25391,0,Unknown,Unknown,Off Campus,5500,,,,,,,,,,,,,,,,,,,,,,,
0302770,2011-12,1,Single,10311,84790,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0305204,2011-12,1,Single,0,19236,High School,High School,Off Campus,,,,4163,2250,,,2775,3250,,,5267,,,,,,,2000,12855,12500,,,5088
0304797,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0302629,2011-12,1,Married,50482,0,College,College,Off Campus,7500,,,1375,,,,4050,10500,,,2696,,,,,,,,,,,,
0297251,2011-12,1,Single,0,0,College,High School,With Parent,,,,11588,7500,,,5550,5597,,,11183,5500,,,11294,5500,,,9187,3452,,,5321
0304738,2011-12,1,Single,0,30051,High School,High School,On Campus Housing,5500,,,5550,5500,,,6783,5500,,,5645,,,,6774,,,,,,,,
0296844,2011-12,1,Single,0,0,High School,Middle School,With Parent,,,,12738,,,,,,,,,,,,,,,,,,,,6787
0301395,2011-12,1,Single,66238,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0304257,2011-12,1,Single,12995,77393,Middle School,High School,With Parent,,,,,,,,650,,,,3727,,,,3300,,,,,,,,
0260331,2011-12,1,Single,24081,40341,High School,High School,With Parent,9500,,,,12500,,,,9342,,,,10500,,,,12291,,,,,,,
0302976,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0252871,2011-12,1,Single,0,112499,High School,College,Off Campus,11000,,,,,,,5520,,,,,,,,,,,,,,,,
0303232,2011-12,1,Single,0,206478,College,College,With Parent,5500,,,,5500,,,,6500,,,,7500,,,,,,,,,,,
0301131,2011-12,1,Single,0,12189,Unknown,,With Parent,2750,,2600,8519,,,3000,12390,,,2000,12001,3193,2320,1970,9523,,,,,,,,5787
0301130,2011-12,1,Single,0,12189,Unknown,Unknown,On Campus Housing,2750,,,8519,,5000,,11790,,5000,,12001,,5000,,11294,,5000,,11421,,,,
0301634,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0277702,2011-12,1,Separated,21100,0,Unknown,Unknown,Off Campus,9500,,,8968,11500,,,5549,10500,,,3178.78,12500,,,6386,,,,,,,,
0277196,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,3565
0298452,2011-12,1,Single,0,34603,College,Unknown,With Parent,,,,4982,,,,572.55,,,,,,,,,,,,,,,,
0303895,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0298696,2011-12,1,Single,0,107883,Unknown,High School,On Campus Housing,3500,,,,1750,,,,,,,,,,,,,,,,,,,
0301346,2011-12,1,Single,56,39002,College,College,With Parent,3500,,,7418,7308,,,7602,5500,,,11183,,,,,,,,,,,,
0305180,2011-12,1,,,,,,,,,,,7039,,,,,,,,,,,,,,,,,,,
0297513,2011-12,1,Single,0,15000,College,High School,Off Campus,3500,,,11781,3500,,,11790,10500,,,8111,7500,,,5730,,,,,,,,
0298509,2011-12,1,,,,,,,,,,,4036,,,2188,,,,,,,,,,,,,,,,
0300416,2011-12,1,Single,0,0,High School,High School,Off Campus,,,,11988,,,,11790,,,,9531,,,,8258,,,,2325,,,,
0300425,2011-12,1,Single,46009,20232,High School,High School,With Parent,8041,2625,,,10500,1500,,,,,,,,,,,,,,,,,,
0298934,2011-12,1,Single,0,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,5589,,,,,,,
0304610,2011-12,1,Separated,0,0,College,College,Off Campus,1000,,,7839,2750,,,5520,,,,,5273,,,5730,,,,,,,,
0304937,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0281963,2011-12,1,Married,17540,0,College,College,Off Campus,3750,,,2706,,,,,,,,,,,,,,,,,,,,
0297198,2011-12,1,Single,11843,0,High School,High School,Off Campus,,,,1388,,,,,,,,,,,,,,,,,,,,
0039414,2011-12,1,Single,7826,0,High School,High School,Off Campus,9500,,2000,11588,6250,,,,,,,,,,,,,,,,,,,
0305183,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0295509,2011-12,1,Single,24445,0,Unknown,College,Off Campus,3500,,,8162,,,,,9000,,,1709,5250,,,,,,,,,,,
0291040,2011-12,1,Single,4667,0,Middle School,Middle School,Off Campus,3500,,,11988,5500,,,5071,8000,,,3964,,,,,5250,,,,,,,
0304223,2011-12,1,Single,19674,0,High School,High School,With Parent,7500,,,700,10500,,,,9868,,,,12500,,,,10500,,,,,,,
0303236,2011-12,1,Single,15620,0,Middle School,Middle School,Off Campus,1750,,,4837,5500,,,8742,10500,,,6547,,,,,,,,,,,,
0298727,2011-12,1,Single,43144,0,High School,High School,Off Campus,12500,,,,,,,,,,,,,,,,,,,,,,,
0302138,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0296613,2011-12,1,Single,15341,19419,Unknown,High School,Off Campus,2750,,,3342,4500,,,1088,,,,,,,,,,,,,,,,
0303926,2011-12,1,,,,,,,,,,,,,,10200,,,,,,,,,,,,,,,,
0298144,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0270495,2011-12,1,Single,4321,14963,High School,High School,With Parent,,,,12738,,,,13540,3783,,,9541,,,,,,,,,,,,
0303909,2011-12,1,Single,0,27406,High School,Middle School,With Parent,,,,10714,,,,10590,5500,,,7964,,,,,,,,,,,,
0281128,2011-12,1,Single,9004,0,Middle School,College,Off Campus,,,,10228,4600,,,9402,5500,,,9465,8500,,,3580,10500,,,1883,12500,,,
0299622,2011-12,1,Single,0,61978,College,High School,With Parent,6447,,,,1374,,,,,,,,,,,,,,,,,,,
0302914,2011-12,1,Single,3539,157272,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0303088,2011-12,1,Single,17094,0,College,High School,Off Campus,9500,,,2188,10500,,,1500,5250,,,,,,,,,,,,,,,
0302498,2011-12,1,Single,7936,65219,High School,High School,With Parent,3500,,,,,,,6652,,,,,,,,,,,,,,,,
0302250,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0276902,2011-12,1,Single,0,28739,High School,High School,Off Campus,,,,10664,2000,,,10890,2500,,,8381,2000,,,11244,5500,,,5054,11000,,,726
0301316,2011-12,1,Single,0,17448,Unknown,High School,On Campus Housing,,1600,,11588,,,,10800,,,,12001,,,,8966,,,,5279,,,,
0301457,2011-12,1,Single,0,0,High School,High School,On Campus Housing,7500,,,12988,7500,,,12965,5206,,,8118,,,,,,,,,,,,
0297766,2011-12,1,Single,13462,142635,College,High School,With Parent,11500,,,,18000,,,,8338,,,,,,,,,,,,,,,
0299084,2011-12,1,Single,3172,71415,High School,High School,On Campus Housing,9886,,,1606,,,,,,,,,,,,,,,,,,,,
0301063,2011-12,1,Single,0,-12240,Middle School,High School,With Parent,5500,,,3900,3500,,,5200,2250,,,2598,,,,,,,,,,,,
0300588,2011-12,1,Single,0,0,Middle School,High School,Off Campus,,,,11588,,,,,,,,,,,,,,,,,,,,
0298954,2011-12,1,Single,1282,29600,High School,High School,With Parent,3500,,2000,11988,3500,,,8850,,,1475,12601,,,3290,12716,,,2000,6428,,,,
0299738,2011-12,1,Single,0,5673,High School,Unknown,With Parent,3500,,,11988,4500,,,11790,,,,,,,,,,,,,,,,
0296527,2011-12,1,Single,0,15080,High School,High School,Off Campus,,,,11588,,,,12390,,,,12601,,,,12716,,,,6128,,,,
0296824,2011-12,1,Single,1777,46013,High School,High School,With Parent,5500,,,2900,7500,,,1900,6500,,,,13500,,,,12500,,,,,,,
0301597,2011-12,1,Single,0,45000,Middle School,High School,With Parent,1500,,,7876,5500,,,5550,6500,,,11252,7300,,,8992,7500,,,12205,6111,,,12173
0297124,2011-12,1,Single,0,152617,High School,High School,With Parent,1750,,,,,,,,,,,,,,,,,,,,,,,
0283839,2011-12,1,Single,0,0,Unknown,High School,Off Campus,,,,12264,,,,12190,,,,12333,,750,,13044,,,,11707,,,,6362
0297344,2011-12,1,Single,0,44558,High School,High School,On Campus Housing,5500,,,5718,2750,,,2546,,,,,,,,,,,,,,,,
0296796,2011-12,1,Single,0,0,High School,Middle School,Off Campus,,,,11588,,,,,,,,,,,,,,,,,,,,
0300953,2011-12,1,Single,0,37068,College,High School,With Parent,3500,,,5812,4500,,,1900,11500,,,,5425,,,,10500,,,,,,,
0299977,2011-12,1,Single,0,33155,Middle School,Middle School,On Campus Housing,3500,,,8524,3500,,,11790,4500,,,10335,,,,4085,,,,,,,,
0303786,2011-12,1,Single,22510,0,Unknown,Unknown,With Parent,7500,,,,,,,,,,,,12500,,,4180,10500,,,,,,,
0301077,2011-12,1,Single,0,24028,Middle School,Middle School,Off Campus,,,,11588,,,,11790,,,,,,,,,,,,,,,,
0302860,2011-12,1,Single,0,25987,Unknown,College,With Parent,,,,11588,,,,,,,,,,,,,,,,,,,,
0304862,2011-12,1,Single,0,15444,College,High School,Off Campus,7500,,,5550,10500,,,8092,12500,,,6125,12500,,,2356,3937,,,,,,,
0298740,2011-12,1,Single,0,11760,High School,High School,Off Campus,,5550,1000,12738,,5550,2000,13540,,5645,2000,11583,,5730,1727,12394,,,1941,5729,,,,
0291956,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0302891,2011-12,1,Single,0,19222,High School,High School,With Parent,,,,5800,,,,11790,,,,2117,,,,,,,,,,,,
0282665,2011-12,1,Single,1715,98956,College,College,Off Campus,,4000,,,,2000,,,,,,,,,,,,,,,,,,
0297421,2011-12,1,Married,79462,0,High School,High School,Off Campus,10500,,2010,,6250,,,,,,,,,,,,,,,,,,,
0305251,2011-12,1,Single,0,0,Unknown,Unknown,Off Campus,,,,2775,,,,,,,,,,,,,,,,,,,,
0300674,2011-12,1,Single,0,54448,College,College,On Campus Housing,,,,7924,8500,,,4100,,,,,,,,,,,,,5250,,,2908
0298694,2011-12,1,Married,27277,0,High School,High School,Off Campus,9500,,,3512,10500,,,800,7875,,,,,,,,,,,,,,,
0304607,2011-12,1,Single,19720,15067,High School,College,With Parent,7500,,,5550,3750,,,2775,,,,,,,,,,,,,,,,
0299630,2011-12,1,Separated,17184,0,High School,Middle School,Off Campus,7500,,,2500,,,,,,,,,,,,,,,,,,,,
0305477,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0297299,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0301900,2011-12,1,Single,9814,0,High School,High School,Off Campus,7500,,,5550,12500,,,11790,6250,,,1408.63,,,,,,,,,,,,
0277848,2011-12,1,Single,36989,0,High School,High School,Off Campus,10500,,,5500,,,,,,,,,,,,,,,,,,,,
0305113,2011-12,1,Single,6000,0,High School,High School,Off Campus,10500,,,,4770,,,1388,5250,,,,,,,,,,,,,,,
0300239,2011-12,1,Married,109215,0,Unknown,High School,Off Campus,7500,,,,5250,,,,,,,,,,,,,,,,,,,
0303087,2011-12,1,Single,26153,0,College,College,Off Campus,10500,,,,12500,,,,10500,,,605,,,,,,,,,,,,
0240831,2011-12,1,Single,23554,0,Unknown,High School,Off Campus,10500,,,,10500,,,,12500,,,,2250,1083.15,,,,,,,,,,
0294113,2011-12,1,Single,25657,0,College,College,Off Campus,8500,,,6656,12500,,,5400,4250,,,2117,,,,,,,,,,,,
0304864,2011-12,1,Single,17399,0,High School,High School,Off Campus,12500,,,2200,5250,,,750,,,,,,,,,,,,,,,,
0304642,2011-12,1,Single,0,0,High School,College,Off Campus,10500,,,10714,10500,,,11040,5250,,,5592,,,,,,,,,,,,
0304768,2011-12,1,Single,32126,0,High School,High School,Off Campus,15331,,,,12500,,,,,,,,,,,,,,,,,,,
0304219,2011-12,1,Single,4242,37500,High School,High School,Off Campus,,,,10914,,,,10690,12500,,,863,,,,,,,,,,,,
0293311,2011-12,1,Married,18308,0,High School,College,Off Campus,5500,,,,,,,,,,,,,,,,,,,,,,,
0302752,2011-12,1,Single,15957,132538,High School,High School,With Parent,10500,,,,11100,,,,,,,,,,,,,,,,,,,
0262005,2011-12,1,Single,10458,21492,College,High School,Off Campus,6500,,,5550,,,,11040,,,,5592,,,,,,,,,,,,
0267763,2011-12,1,Single,4550,29397,Middle School,High School,With Parent,,,,11588,2750,,,1950,,,,3358,,,,,,,,,,,,
0300659,2011-12,1,Single,0,9344,High School,High School,With Parent,3500,,2000,10824,3500,,,12940,,,,,,,,,,,,,,,,
0280240,2011-12,1,Single,5700,116410,College,College,With Parent,5500,,,,3500,,,,,,,,,,,,,,,,,,,
0278138,2011-12,1,Single,5414,6532,High School,High School,With Parent,,,,11588,,,,10200,4500,,,8161,,,,,,,,,,,,
0301724,2011-12,1,Single,32679,0,Unknown,Unknown,Off Campus,,,,5550,,,,,,,,,,,,,,,,,,,,
0302724,2011-12,1,Single,10324,33056,Unknown,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
0304814,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0303406,2011-12,1,Single,0,26949,,High School,With Parent,5500,,,9024,5500,,,11790,,,,,,,,,,,,,,,,
0298868,2011-12,1,Single,0,17254,College,Unknown,With Parent,,,,4200,,,2000,3900,4500,,,5927,,5000,,5730,,6000,,3725,,,,
0297231,2011-12,1,Single,0,13476,High School,College,With Parent,,,,12738,3500,,,10492,1750,,,5308,7500,,,9408,,,,,,,,
0297239,2011-12,1,Single,0,243250,High School,College,With Parent,5500,,,,3500,,,,,,,,,,,,,,,,,,,
0303629,2011-12,1,Single,2849,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0301695,2011-12,1,Single,0,98515,Middle School,College,Off Campus,4500,,,,4500,,,,5500,,,,5500,,,,,,,,,,,
0298334,2011-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0301303,2011-12,1,Single,0,520,High School,High School,Off Campus,3500,,,4163,5500,,,11790,6500,,,5645,,,,11294,,,,,,,,
0299112,2011-12,1,Single,0,10600,College,College,Off Campus,5500,,,5550,,,,,,,,,,,,,,,,,,,,
0301152,2011-12,1,Single,0,34786,High School,High School,On Campus Housing,5500,,1000,3900,2750,,,5895,,,,,,,,,,,,,,,,
0305279,2011-12,1,Single,0,0,College,College,With Parent,5500,,,5550,,,,,,,,,,,,,,,,,,,,
0300667,2011-12,1,Single,0,67231,High School,High School,On Campus Housing,3500,,,,,,,,,,,,,,,,,,,,,,,
